prediction,tweet
0,@Stallion2011: @GlennThrush Liar. Forbes has @realDonaldTrump net worth at $4 billion.
1,"@DrChimRickles: @JrebstockR  @SarahPalinUSA trump has the nicest hair of any presidential hopeful.Nicest hair=best president. Wow!,02-10-2015 13:36:42,19,46,false,565142317301252096"
1,@chirofrenzy: Am flabbergasted your name was brought up in visiting White House in the same sentence as Al Sharpton like Gold &amp; poop
0,Why did @oreillyfactor give @davidaxelrod so much time to sell his third rate book. Bill should have hit stammering David MUCH harder! Waste
0,@MichaelOpitz: @realDonaldTrump @MollyOgden Thanks for standing up for the truth.
1,@888maggie888: I am voting for @GeraldoRivera to win @ApprenticeNBC! He is not as slimy as I thought. He has integrity and does not lie.
1,"@MollyOgden: @realDonaldTrump This is what I like best about you -- someone lies about you and you call them right out.That's how it's done,02-10-2015 12:57:28,14,52,false,565132441913155584"
0,@AshbyNeil: @realDonaldTrump for president
0,@cmdorsey: @realDonaldTrump Did U see Asselrod on #oreillyfactor last night?? He mentioned your name. He is such an arrogant asshole
0,@SouthCentralTim: It's only 6am and @realDonaldTrump is already putting people in their places via Twitter! Trump for president 2016!!!
1,@RealSQUEZZ: @realdonaldtrump'S SHOW THE @apprenticenbc IS THE BEST REALITY SHOW ON TV. #Educative #Informative
0,@zeebusie: REALLY? David Axelrod comparing #Sharpton to @realDonaldTrump UNFREAKINBELIEVABLE!! @BillOReilyTV @FoxNews NO COMPARISON!!!
0,@DrChimRickles: You looked very presidential last night on the telly @realDonaldTrump Thank you.
0,@JJonesTTU: @realDonaldTrump @davidaxelrod @oreillyfactor sometimes you have to turn around and bite the dog that bit you.
0,@singlead: @realDonaldTrump Can't win no matter what the truth is sometimes. . .
0,@seniorslocum: @realDonaldTrump is up early putting ignorant people in their place
1,@Prayformetoo: @realDonaldTrump @davidaxelrod I knew when I heard him say it you would speak up. Good on ya!
1,@bkura99: @realDonaldTrump I hope you run for president! #Trump2016
0,.@davidaxelrod  I hope your book is better than the Obama second book but it is inaccurate as it pertains to me - but no big deal boring!
0,.@davidaxelrod use Buffet Icahn Sam Zell Leon Black Kravis Caesars and many more when talking about using the bankruptcy laws not me!
1,Watched @davidaxelrod on @oreillyfactor and the dog hit me even after I made a big contribution to his charity. I never went bankrupt!
0,"@Jillpie1:DonaldTrump I hated you firing too many people at once not exciting total bummer.Please one at a time psyched for next season,02-10-2015 04:29:16,7,37,false,565004550575509505"
1,@ReidCindy: @GeraldoRivera @LeezaGibbons @MsVivicaFox @realDonaldTrump best top three ever &amp; so much respect for MsFox! #CelebApprentice
0,@CandyFairy16: @realDonaldTrump Idk what I'm gonna do with my life now that #CelebrityApprentice is almost over lol
1,@RealMissCTusa: Excited to see who will win #CelebrityApprentice next Monday! Such a great season. @realDonaldTrump
1,@Bravolebrity1: .@realDonaldTrump Noooo! You can't stop now!! I need more #CelebrityApprentice!
1,"@Business_MANN: @realDonaldTrump: @stephanienap5: @realDonaldTrump why is your season so rushed???"" He's getting ready to campaign!"""
0,@MikeMarchese_: Monday night...who needs football when you have #CelebrityApprentice @realDonaldTrump #YourFired
0,@ShortCakesSheep: @katiekms53 @realDonaldTrump I would wanna work for him. I worked for GW Bush and would wanna work for Trump.
1,@DolliByron: @realDonaldTrump this is my favorite show!!!!
1,@djabs14: @realDonaldTrump Although I don't love Geraldo on #CelebrityApprentice his charity is really needed &amp;I hope he wins! #LifesWORC
1,"@monmk1: I met @LeezaGibbons at CHA. She's as amazing in person as she is on TV. Beautiful inside &amp; out! my pick #CelebApprentice,02-10-2015 02:53:39,15,52,false,564980484875120640"
0,@timelord55: @realDonaldTrump @OgreUasshole @MichmusM @MsVivicaFox @GeraldoRivera @LeezaGibbons I agree why less episodes. @nbc are fools
0,@Terramarkov16: @Terramarkov16 @realDonaldTrump: I still c Geraldo as The NEW Celebrity Apprentice. #CelebrityApprenticewinner2015
1,"@KeatsBen: @realDonaldTrump #CelebrityApprentice is the best reality show! I'm a big fan of Donald Trump. Donald for President. Thanks.,02-10-2015 02:50:28,3,28,false,564979684979802112"
0,@irismorales67: @realDonaldTrump @ClayMKopplin I just hate when #CelebrityApprentice ends cuz IT TAKES SO LONG FOR A NEW SEASON!
1,@alexiskrystina: Love the #celebapprentice flashback! The winners are always the good people who DON'T play dirty. Donald keeps it #classy
0,@userback: @realDonaldTrump @realJoeMurray I would support you. I think you are very smart! Thank you.
1,@JamesSchlosser: When does the next season start? @realDonaldTrump can't end something this good!
1,@TechSaleMDMsfdc:  @OgreUasshole @MichmusM @MsVivicaFox @GeraldoRivera @LeezaGibbons Donald looking to clean house &amp; run for president?
0,@nursemary33: @realDonaldTrump @MsVivicaFox class act!!!!
1,@realJoeMurray:  #CelebrityApprentice is the best reality show on tv. This season was worth the wait! Now run for president Mr. Trump!
0,@livingcoastalsc: @MsVivicaFox is a class act! #CelebrityApprentice @realDonaldTrump
1,"@j_maziarz: @realDonaldTrump @kevinjonas glad he's back.,02-10-2015 02:33:14,5,29,false,564975349919125504"
1,@njoh1234: Great show! good time to replay past 'relationships' lol Hope Leeza wins! Would love to see NYC &amp; Trump Towers one day!
1,@ClayMKopplin: the Celebrity Apprentice is hands down the best show to watch because of @realDonaldTrump and I can't wait for the finale!
0,@OgreUasshole:  @MichmusM @MsVivicaFox @GeraldoRivera @LeezaGibbons I feel robbed out of 3 hours of CA with these 4 straight firings
1,@ebs366: @realDonaldTrump @stephanienap5 What's up cutting season so short. Very disappointing. Still a Great show but way to fast.
0,@j_maziarz: @realDonaldTrump @kevinjonas should've made it farther???? He is terrific!
0,@stylebrandco: @realDonaldTrump much respect for @MsVivicaFox tonight #CelebrityApprentice
0,@loislane72: Had a feeling it'd be @LeezaGibbons vs @GeraldoRivera! My $ is on Leeza!  PS I wanna fly on @realDonaldTrump's jet!!
1,@TpGraf82: @realDonaldTrump love the @ApprenticeNBC past fails and successes. You have changed tv for life!
1,@waynebaker056: @realDonaldTrump @MichmusM @MsVivicaFox @GeraldoRivera @LeezaGibbons love the show
0,"@mamapattyw: @MsVivicaFox You were a Class Act @CelebApprentice When you told @realDonaldTrump that @LeezaGibbons deserved to be C.A.,02-10-2015 02:20:11,15,48,false,564972062671122433"
1,@VTDiva01: So much respect for Vivica Fox right now WOW! That was by far the classiest move I've ever seen on #CelebApprentice!
0,@MichmusM: Watching #CelebrityApprentice &amp; @MsVivicaFox is pure class!!!! ????? @realDonaldTrump @GeraldoRivera @LeezaGibbons
0,@agillogly: @realDonaldTrump thanks for bringing it down to @LeezaGibbons and @GeraldoRivera #readyforthethrowdown
0,@stephanienap5: @realDonaldTrump why is your season so rushed???
0,@originalholden: @realDonaldTrump @ApprenticeNBC I have been waiting all my life for this recap episode. #Feuds #Fails
1,"@transit010: @realDonaldTrump Nobody out thinks me"" D.Trump #damn right! #great show"""
0,@warrencasselljr: @realDonaldTrump This show is pure genius! #CelebrityApprentice
0,@rosspelton: @realDonaldTrump Please bring @AnnieDuke back to the show. #Apprentice #Trump #Pokerplayer.
1,@_Maira26: @piersmorgan @realDonaldTrump @OMAROSA That was the best TV moment ever!
1,"@KristineInDC: How can anyone watch #TheBachelor when Apprentice is on? I'm still reeling from @realDonaldTrump's multiple firing last week,02-10-2015 01:40:18,19,72,false,564962026993508352"
1,"@phlygerl:  @RealityTVBliss @TEB2350 @KenyaMoore kinda""??? C'mon! You KNOW Kenya is Gone With The Wind Fabulous! Twirl her back on CA!"""
0,@federicishane: The only reason I want some level of fame is so I can go on The Celebrity Apprentice. And so I wait. @realDonaldTrump
1,@1SimranjitSingh: I am a student myself. I cannot believe that Obama has doubled the interest rate on student loans. Trump for President!
1,@aman19980: After watching this episode of Celebrity Apprentence no one can say anything about @realDonaldTrump #AmericanValues
1,@RealityTVBliss: Gary Busey was one of my absolute favorites on #CelebrityApprentice. He has a big ? @realDonaldTrump #Misunderstood
1,@CeeCorrine1: Loving this look back at the Best of #CelebrityApprentice @realDonaldTrump @ApprenticeNBC ????
1,@melissabxny: @realDonaldTrump where did you get your boardroom table? Need to purchase one that size Cute!
1,"@TEB2350: @RealityTVBliss @KenyaMoore @realDonaldTrump I kinda liked Kenya on CA,02-10-2015 01:19:07,11,27,false,564956694602846208"
0,@IovemyfamiIy: @KenyaMoore made @realDonaldTrump's Top 5 list of #CelebApprentice all time FAILS! ??
1,@ConConBonBon7: @realDonaldTrump favorite fails is MY favorite! #CelebrityApprentice #Trump2016
1,"@piersmorgan: 'The greatest slaughter in the history of The Apprentice' - @realDonaldTrump on my victory over @OMAROSA #CelebrityApprentice,02-10-2015 01:18:19,10,44,false,564956495658614785"
0,"@auggerdogger:  @realDonaldTrump my son didn't know who Meatloaf was so showed him Paradise by Dashboard lights"" http://t.co/xCQSyOy5Uf"""
1,@ShortCakesSheep: Yaaaaay @THEGaryBusey on #CelebrityApprentice @realDonaldTrump this is the best!
1,@annmcg01: DonaldTrump: Dont forget to watch @ApprenticeNBC tonightyou will love it! 8 PM on NBC. #CelebApprentice Wouldn't miss it!
0,@frankadgpr: @realDonaldTrump @ApprenticeNBC Clearly you are a master of marketing and business success.
0,"@sassysexylove:  At your request I will be doing live tweeting during tonights @ApprenticeNBC. #CelebApprentice I can't wait!"""
0,@justinraay: Thank you @realDonaldTrump for bringing value to every city and movement you have touched! #Imeanit
0,@XKidd92:  @LeezaGibbons it's going to be very tough because @GeraldoRivera has the contacts with big money but Leeza deserves it!
0,At your request I will be doing live tweeting during tonights @ApprenticeNBC.  #CelebApprentice
1,Dont forget to watch @ApprenticeNBC tonightyou will love it! 8 PM on NBC.  #CelebApprentice
0,"Via @Newsmax_Media by @wandacarruthers: ""Donald Trump: US Defeating ISIS Only in John Kerry's Imagination"" http://t.co/tG6pSSL3oG"
0,Via @WashTimes By Eugene Dunn: Trump could lead U.S. forward http://t.co/mZ79oKpmFz
1,@manofsteel619: @realDonaldTrump please run and save us in 2016!!!!
0,"@debraa27: @realDonaldTrump @NBCNews There was no need to embellish his stories. The man was so well respected. Now i can never look at him,02-09-2015 14:48:09,4,16,false,564797910337224704"
1,@cdiprima69: Incredible season of the Celebrity Apprentice. Favorite show! The $$ you raise for charities is amazing. #inspirational
0,@pcochenour562:  @XKidd92 @LeezaGibbons yea she smart but I think it will be Gerardo he's a cunning one #snake one I would turn my back on
0,"@KremlinLife: @realDonaldTrump President Trump"" #Trump2016 http://t.co/NEHgSFO3c0"""
1,"@beachhome1: DonaldTrump. The problem with Brian Williams on celebrity apprentice is that he'll have miss remembered that he already won,02-09-2015 14:41:22,26,35,false,564796200118124544"
1,@PatricijaBelous: #MissLithuania #MissU.  I miss this beautiful place. @TrumpDoral and my gorgeous friends...???? http://t.co/URBTIGxAG9
0,"@Elginet: @realDonaldTrump @NBCNews Mr. Trump next CeleApprentice needs to have Brian Williams please. #CelebrityApprentice,02-09-2015 14:36:23,8,22,false,564794948135178240"
1,@XKidd92: @realDonaldTrump definitely rooting for @LeezaGibbons- I think she deserves it the most.
0,@StaciAnn: @realDonaldTrump Go @LeezaGibbons . Classiest lady to ever grace the show :)
1,@Jconstantinides: @realDonaldTrump I enjoyed this season! You've done it again!
1,"@bobby990r_1: @realDonaldTrump @mjv1975 Best reality show on television!#celebrityapprentice!,02-09-2015 12:48:03,11,24,false,564767685637332992"
1,"@llhegarty_linda: @realDonaldTrump Yes! We are being attacked by so many! We need you to Get in and Get it Done"" #trump2016 #leadership"""
1,Celebrity Apprentice is nearing the end of a wonderful and very successful season. Watch tonight at 8:00.
1,@jumbeeboi89: @realDonaldTrump Donald Run for president man Seriously. Make it official.
0,Donald Trump plans return to Iowa http://t.co/gy2CcmoJfk via @KCCINews
0,"Via @postandcourier: ""The Donald at @TheCitadelOEA"" http://t.co/gMhWHPcheI"
0,@Newsmax_Media: Trump's Brand Gives Him 2016 Mojo http://t.co/PhaMXRLp2q
1,@CDNRationale: @realDonaldTrump @Newsmax_Media @dpatten32 Time for Trump to take charge of the greatest brand in the world the USA!
0,I predicted Rosie O'Donnell would fail at the View and was right. Now I predict Rosie will take over for Brian Williams!
0,Word is that Sleepy Eyes Chuck Todd who has failed so badly with Meet the Press will be taking over for now irrelevant Brian Williams!
0,Via @Newsmax_Media by @dpatten32: Trump's Brand Gives Him 2016 Mojo http://t.co/kHpDlUqNhL
0,"By @kwrcrow: ""Hey Washington Post; Only You Hate Donald Trump or 'Is it FEAR?'"" http://t.co/XBEDmhDQkI"
0,@Doris22: RT  The CPAC Team is excited to announce that @realDonaldTrump will be speaking at CPAC 2015! #CPAC2015 http://t.co/D9YoUWoQ6M
1,Happy Birthday President Reagan #FlashbackFriday http://t.co/g2jvQaM1ta
0,The golden rule of negotiation: He who has the gold makes the rules.
0,Entrepreneurs:  Look at the solution not the problem. Learn to focus on what will give results.
0,"My father's 4 step formula for success: ""Get in get it done get it done right and get out."" -- Fred C. Trump"
1,An investment in knowledge pays the best interest. -- Benjamin Franklin
0,Trump Int'l Golf Club Turnberry Scotland. A legendary course ... and rightly so.  http://t.co/BVsLbZTA46
1,"@EdgarCalderonMX @realDonaldTrump The Art of The Deal""; one of the best books of real estate written by one of the best Entrepreneurs"""
0,Via @BreitbartNews by @mboyle1: EXCLUSIVE  DONALD TRUMP TO SPEAK AT CPAC http://t.co/mhaQFB4Lyh @CPACnews
1,@Algemeiner Honors @Joan_Rivers Donald Trump @YuliEdelstein at Second Annual Jewish 100? Gala http://t.co/pBBxb1p2ga via @Algemeiner
